NOMBRE COMERCIAL,DIRECCION,Longitud,Latitud,Costo
Mega Botikas,Av. RepÃºblica de Venezuela 962  BreÃ±a 15082  Peru,-77.047068,-12.05481,Costoso
Mi Farma,Av. PerÃº 1332  Cercado de Lima 15101  Peru,-77.0587578,-12.0326661,Costoso
Mi Farma,Av. PerÃº 1798  San MartÃ­n de Porres 15101  Peru,-77.0647677,-12.0320466,Costoso
Mi Farma,JirÃ³n de la UniÃ³n 680  Cercado de Lima 15001  Peru,-77.0332166,-12.0487066,Costoso
Mifarma,Av. Inca Garcilaso de la Vega 1900  Cercado de Lima 15046  Peru,-77.0378363,-12.0635041,Costoso
MiFarma,Av. Gregorio Escobedo 892  JesÃºs MarÃ­a 15072  Peru,-77.0566091,-12.0881961,Costoso
Mifarma,Av RepÃºblica Dominicana  Cercado de Lima 15072  Peru,-77.0494881,-12.0737273,Costoso
Mifarma,Av. AngÃ©lica Gamarra  San MartÃ­n de Porres 15108  Peru,-77.0902735,-12.0111592,Costoso
MiFarma,Av. la Libertad 1521  San Miguel 15087  Peru,-77.096594,-12.0827647,Costoso
Mifarma,Calle San GermÃ¡n 271  RÃ­mac 15093  Peru,-77.0340925,-12.0350493,Costoso
MiFarma,JirÃ³n de la UniÃ³n 204  Cercado de Lima 15001  Peru,-77.0302118,-12.0442377,Costoso
Mifarma,Av. Alfonso Ugarte 298  Cercado de Lima 15079  Peru,-77.0433687,-12.0427664,Costoso
Mifarma,Av. RepÃºblica de Venezuela 1022  BreÃ±a 15082  Peru,-77.0480599,-12.054907,Costoso
Mifarma,Avenida Garcilaso de la Vega 1337  Cercado de Lima 15001  Peru,-77.0376746,-12.0570219,Costoso
MIFARMA,AV. GRAN CHIMU 400,-77.0205373,-12.0978146,Costoso
MIFARMA,AV. LA MOLINA 894  AMPLIACION RESIDENCIAL MONTERRICO,-77.03107751,-12.09211773,Costoso
MIFARMA,AV. PROCERES DE LA INDEPENDENCIA 1665  LAS FLORES,-77.02216789,-12.04679125,Costoso
MIFARMA,CARRETERA CENTRAL K.M. 6.5 C. C. LAS BRISA DE ATE 1ER PISO  INT.  B02,-77.07308318,-11.95937519,Costoso
MiFarma Juan Pablo Fernandini,Juan Pablo Fernandini 800  BreÃ±a 15083  Peru,-77.047482,-12.0662419,Costoso
MiFarma374,Av. Guardia Civil 301-189  Cercado de Lima 15036  Peru,-77.008264,-12.091192,Costoso
Morales Medical E.I.R.L,JirÃ³n Chancay 622  Cercado de Lima 15001  Peru,-77.0386231,-12.046023,Costoso
NATURE PLANTS,Calle Chinchaysuyo s/n  San Miguel 15088  Peru,-77.0944546,-12.0721274,Costoso
NAVARRO PERALTA EPIFANIO MANUEL,AV. EMANCIPACION 331 INT.H-1 - C8,-77.0334025,-12.0266894,Costoso
Neosalud Cercado,JirÃ³n de la UniÃ³n 1169  Cercado de Lima 15001  Peru,-77.0364107,-12.0549745,Costoso
NEW STAR AMERICAN DENTAL S.A.,JR. MOQUEGUA # 430,-77.0171557,-12.1336749,Costoso
Novartis,Av Juan de Arona 151  San Isidro 15046  Peru,-77.0320974,-12.0967857,Costoso
OPERACIONES FARMACEUTICAS E.I.R.L.,JR. PARURO 775 INT.212,-77.0885518,-12.0793726,Costoso
ORPROTEC S.A.C.,AV.SANTA CATALINA 375  SANTA CATALINA,-76.9574643,-12.1254976,Costoso
PEMEHEALTH S.A.C.,AV. BOLIVAR 850 INT.315,-77.042754,-12.0463731,Costoso
PERCOSM PERU S.A.C.,CALLE LAS CAMELIAS 180,-77.0344841,-12.0480186,Costoso
Pfizer,Av. Javier Prado Este 6230  Cercado de Lima 15012  Peru,-76.9527077,-12.0699257,Costoso
PHARMA HOSTING PERU S.A.C.,AV. MCAL. OSCAR R. BENAVIDES 380 INT.504,-77.0366741,-12.0454885,Costoso
PHARMA SALUD,12 De Octubre 2435  Cercado de Lima 15108,-77.0932283,-11.9955648,Costoso
PHARMACY INTERNATIONAL S.A.C.(INKAMAX),JirÃ³n Miro Quesada 1308  Cercado de Lima 15003  Peru,-77.0171857,-12.053119,Costoso
Pharmacy Peru,Avenida EmancipaciÃ³n 398  Cercado de Lima 15001  Peru,-77.0362799,-12.046963,Costoso
Pharmacy Rescue,1ero De Octubre 1464-1466  Cercado de Lima 15079  Peru,-77.0611565,-12.0407115,Costoso
Plants Salud,Calle Chinchaysuyo  San Miguel 15088  Peru,-77.0944933,-12.0727933,Costoso
PlusFarma,Av. Alfonso Ugarte 995  Cercado de Lima 15082  Peru,-77.0420702,-12.0517208,Costoso
Provi Now,Avenida EmancipaciÃ³n 549  Cercado de Lima 15001  Peru,-77.0380571,-12.046344,Costoso
QF Magistral Pharmacies,Av. MaraÃ±on 601  Los Olivos 15304  Peru,-77.0706203,-11.9720494,Costoso
QUIARSA S.A.C.,CALLE SANTA LUCILA 154 INT. 3ER PISO VILLA MARINA,-77.0722001,-12.0365524,Costoso
R&M EQUIMED S.A.C.,CALLE MARCHAND 275,-77.0378363,-12.0635041,Costoso
REPRESENTACIONES Y DISTRIBUCIONES REGISA E.I.R.L.,JR. JOSE CARLOS MARIATEGUI 600  INGENIERIA,-77.0360268,-12.0573997,Costoso
Rismed,JirÃ³n Chancay 621  Cercado de Lima 15001  Peru,-77.038603,-12.0460973,Costoso
RM DENTAL IMPORT EXPORT E.I.R.L.,AV. DE LAS ARTES NORTE 1100,-77.0280059,-12.1257353,Costoso
Rohus + Farma,Av. Los Eucaliptos 810  Santa Anita 15008  Peru,-76.9758133,-12.0458099,Costoso
ROSFARMA S.C.R.L.,URB.VILLA VICTORIA MZ.C-1,-77.0480855,-12.0637753,Costoso
SALUD A PRECIO JUSTO,CALLE CHUCUITO 337  CHOSICA,-77.0467253,-12.088173,Economico
SALUD INTEGRAL Y DESARROLLO,AV. SIMON BOLIVAR 379,-76.9671692,-12.1748201,Costoso
SAM,AV. JORGE CHAVEZ 154 INT.402,-76.9949045,-12.0752493,Costoso
SANIQUIMICOS - COLAGENO HIDROLIZADO,Calle Chinchaysuyo 92  San Miguel 15088  Peru,-77.0945021,-12.0722847,Costoso
Sanofi,GalerÃ­a CapÃ³n Center  Jr. Paruro 926  Cercado de Lima 15001  Peru,-77.0254046,-12.0528792,Costoso
SBM SOFTWARE,17 saradamani road ashram para siliguri-1  Camino Real ramkrishna maidan  Carabayllo  Peru,-77.034443,-11.8701175,Costoso
SERVICIO DE FARMACIA 1 DEL CENTRO ASISTENCIAL II SUAREZ,AV. ANGAMOS 261,-77.0900537,-12.0617676,Economico
SERVICIO DE FARMACIA 2 DEL CENTRO ASISTENCIAL II S,CALLE GENERAL SUAREZ 1070,-77.03651703,-12.08904391,Economico
SERVICIO DE FARMACIA C.Q.M.I RODSILVA S.A. (CENTRO,AV. ANGAMOS ESTE 2466  LA CALERA,-77.00435198,-12.00595356,Economico
SERVICIO DE FARMACIA CENT.FAMI.DE LA SALUD PERPETU,JR. HUANCAVELICA 4249,-77.0527782,-12.0725826,Economico
SERVICIO DE FARMACIA CLINICA GERIATRICA ANCIJE - E,JR. CHOTA 1449,-77.05263174,-12.0055128,Costoso
SERVICIO DE FARMACIA CLINICA MUNDO SALUD S.A.C.,AV. CARLOS IZAGUIRRE Nº 1234 LOTE 14   ANGELICA GAMARRA,-77.1157647,-11.9896127,Costoso
SERVICIO DE FARMACIA CLINICA SAN ANTONIO DE VITARTE,AV. LIBERTAD 196,-76.9527077,-12.0699257,Costoso
SERVICIO DE FARMACIA CLINICA SAN GABRIEL S.A.C.,AV. LA MARINA 2955  MARANGA II ETAPA,-77.03722449,-12.08462568,Economico
SERVICIO DE FARMACIA CLINICA SANTA TERESA,CALLE LOS HALCONES 410  JARDIN,-77.03037985,-12.04958451,Economico
SERVICIO DE FARMACIA DE CLINICA OBRA DE SAN CAMILO,JR. ANCASH 809  BARRIOS ALTOS,-77.00908876,-12.09293077,Economico
SERVICIO DE FARMACIA DE CLINICA VIRGEN MILAGROSA,CALLE VALDEMAR MOSSER 501  AURORA ESTE II ETAPA,-77.0115826,-12.0064418,Economico
SERVICIO DE FARMACIA DE LA CLINICA INTERNACIONAL,AV. GARCILAZO DE LA VEGA 1420,-77.0692183,-11.9910857,Costoso
SERVICIO DE FARMACIA DE LA CLINICA JAVIER PRADO S.,AV. JAVIER PRADO ESTE 499  JARDIN,-77.0401974,-12.0631339,Costoso
SERVICIO DE FARMACIA DE LA CLINICA LA MISERICORDIA,JR. A. CERDAN DE LANDA 276  EL PLANETA,-76.9914782,-12.0797661,Economico
SERVICIO DE FARMACIA DE LA CLINICA LOS ANDES,CALLE ASUNCION 177,-77.03468404,-12.11884701,Economico
SERVICIO DE FARMACIA DE LA CLINICA MORILLAS,AV. EL POLO 545  EL DERBY,-77.0394842,-12.0839839,Economico
SERVICIO DE FARMACIA DE LA CLINICA SANTA LUCIA,AV. GUARDIA CIVIL 301  CORPAC,-76.99503399,-12.08979401,Economico
SERVICIO DE FARMACIA DE LA CLINICA UNIVERSITARIA U,CALLE GERMAN AMEZAGA S/N (ALT. 34 AV. VENEZUELA),-77.0328083,-12.0970314,Economico
SERVICIO DE FARMACIA DE POLICLINICO LOS PROCERES,AV. LOS PROCERES 440  SAN ROQUE,-77.0044053,-12.12824464,Economico
SERVICIO DE FARMACIA DEL HOSPITAL DE LA MUJER,AV. MARISCAL CACERES 563,-77.03423153,-12.08926797,Economico
SERVICIO DE FARMACIA DEL HOSPITAL MARINO MOLINA SCIPPA,ESQ. GUILLERMO DE LA FUENTE Y JR.VICENTE MORALES 515  SANTA LUZMILA,-76.994517,-12.023286,Economico
SERVICIO DE FARMACIA DEL INST.CANCEROLOGICO ONKOS,AV. LAS PALMERAS ,-77.031498,-12.1175333,Economico
SERVICIO DE FARMACIA DEL INSTITUTO DE SALUD MENTAL HONORIO DELGADO HIDEYO NOG,JR. ELOY ESPINOZA SALDAÑA 709,-77.00774229,-12.01281665,Economico
SERVICIO DE FARMACIA DEL INSTITUTO MATERNO PERINATAL,JR. MIROQUESADA 941,-77.03213,-12.0608274,Economico
SERVICIO DE FARMACIA DEL INSTITUTO ONCOLOGICO MIRAFLORES,JR. INDEPENDENCIA 1055,-77.0513442,-12.089861,Economico
SERVICIO DE FARMACIA DEL ORGANISMO CENTRAL DEL MINSA,AV. SALAVERRY S/N CDRA 8,-77.0435956,-12.0630014,Economico
SERVICIO DE FARMACIA DEL POLIC.SOCIAL HENRY DURAND,AV. CAMINOS DEL INCA,-77.0215085,-11.9230139,Costoso
SERVICIO DE FARMACIA DEL POLICLINICO 24 HORAS,URB. JARDINES DE CHILLON MZ. A 2,-77.0190228,-12.1157347,Economico
SERVICIO DE FARMACIA HOS. I JORGE VOTO BERNALES - ESSALUD,CARRETERA CENTRAL KM 3,-77.0598619,-12.0367561,Economico
SERVICIO DE FARMACIA HOSP. JOSE AGURTO TELLO DE CHOSICA,JR. AREQUIPA 214,-77.07057572,-11.98415107,Costoso
SERVICIO DE FARMACIA HOSPITAL ARZOBISPO LOAYZA,AV. ALFONSO UGARTE 848,-76.991991,-12.0995028,Economico
SERVICIO DE FARMACIA HOSPITAL BAJA COMPLEJIDAD  VITARTE,AV. NICOLAS AYLLON 5880  ATE,-77.0113278,-11.9146878,Costoso
SERVICIO DE FARMACIA HOSPITAL DE EMERGENCIAS JOSE CASIMIRO ULLOA,AV. REPUBLICA DE PANAMA 6355,-77.0727503,-11.9665848,Costoso
SERVICIO DE FARMACIA HOSPITAL III DE EMERGENCIAS GRAU,AV. GRAU 351,-77.041319,-11.9086992,Costoso
SERVICIO DE FARMACIA HOSPITAL P. ROSALIA DE LAVALLE,CALLE GERVASIO SANTILLANA 260,-77.05723162,-11.97752131,Costoso
SERVICIO DE FARMACIA HOSPITAL S.,CALLE FRANCISCO MORENO 756,-77.0822282,-11.9565532,Costoso
SERVICIO DE FARMACIA HOSPITAL SERGIO E. BERNALES,AV. TUPAC AMARU KM 14.5 S/N,-77.034916,-12.082726,Economico
SERVICIO DE FARMACIA HOSPITAL SOLIDARIDA,JR. CUZCO S/N (REF. JR. CUZCO Y JR. AYACUCHO),-77.07843506,-11.86248294,Costoso
SERVICIO DE FARMACIA INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS,JR. ANCASH 1271,-77.0434893,-11.8961278,Costoso
SERVICIO DE FARMACIA OFTALMICA S.A,AV. SAN BORJA NORTE 783,-77.075722,-11.8641639,Costoso
SERVICIO DE FARMACIA POLICLINICO KAYROS,AV. PRINCIPAL  MZ.F,-77.0529828,-11.9784658,Costoso
SERVICIO DE FARMACIA POLICLINICO NUESTRA SEÑORA DE LA PAZ,JR. COSTA RICA 138  HUAQUILLAY,-77.07318015,-11.98134889,Costoso
SERVICIO DE FARMACIA POLICLINICO PERUANO NIKKEI S.A.C.,JR. PEDRO UNANUE 106  ANTARES,-77.03216277,-11.87599746,Costoso
SERVICIO DE FARMACIA SOCIOS EN SALUD SUCURSAL PERU,AV. MERINO REYNA 575  RAUL PORRES,-77.0567918,-12.0729733,Economico
SERVICIO DE FARMACIA UNION NACIONAL DE CIEGOS DEL PERU,PLAZA BOLOGNESI 479,-77.0421961,-12.0455337,Costoso
SERVICIO DE FARMACIA VICARIA DE LA CARIDAD,JR. CHANCAY 282,-77.05876372,-11.96468417,Costoso
SISOL,JR. CARLOS CONCHA 163,-77.0566091,-12.0881961,Costoso
Slen - Better,Avenida EmancipaciÃ³n 553  Cercado de Lima 15001  Peru,-77.0382095,-12.0461965,Costoso
Sun Pharmaceutical Industries SAC PerÃº,Av. RepÃºblica de PanamÃ¡ 3418  San Isidro 15047  Peru,-77.0205299,-12.0978557,Costoso
Super Boticas Hollywood,Av. RepÃºblica de Venezuela 990  BreÃ±a 15082  Peru,-77.0473565,-12.0547662,Costoso
Super Boticas Hollywood,Av. RepÃºblica de Venezuela 1100  Cercado de Lima 15082  Peru,-77.0492581,-12.054978,Costoso
Super Boticas Hollywood,Av. RepÃºblica de Venezuela 657  BreÃ±a 15082  Peru,-77.0433325,-12.0547072,Costoso
SUSANA VERA VILLENA,JR. UNION # 1274,-77.04916,-12.054962,Costoso
SWISSJUST LATINOAMERICA S.A. SUCURSAL PERU,CALLE MARTIR JOSE OLAYA 129 INT.1106,-77.0425976,-12.0515146,Costoso
THE VALUE BRAND COMPANY DEL PERU S.R.L.,CALLE MARTIR OLAYA # 129,-77.0380519,-12.0434664,Costoso
tienda odontologicas,Avenida EmancipaciÃ³n 331  Cercado de Lima 15001  Peru,-77.0359893,-12.0474399,Costoso
Tokuyama Dental,Avenida EmancipaciÃ³n 325  Cercado de Lima 15001  Peru,-77.0359989,-12.0475943,Costoso
TuFarma,Av. Argentina 672  Cercado de Lima 15079  Peru,-77.050425,-12.043779,Costoso
VD FARMA SOCIEDAD ANONIMA CERRADA,PROLONGACION ARICA Nø 2522,-77.0775655,-12.0377502,Costoso
VIDA LARGA S.A.C.,CALLE GONZALES OLAECHEA 211,-77.0392646,-12.0467145,Costoso
VIDER FARMACIA DERMATOLÃ“GICA,Av. Gral. Eugenio GarzÃ³n 952  JesÃºs MarÃ­a 15072  Peru,-77.0475479,-12.0695278,Costoso
VIFARMA E.I.R.L.,JR. PARURO 851 INT. 233,-77.0289023,-12.0828499,Costoso
VITA NUOVA COSMETICS S.A.C.,AV. CANADA 645 DPTO-301,-77.0305109,-12.0561191,Costoso
WINNER,JR.INAMBARI # 739,-77.0345899,-12.0505237,Costoso
